"Word"	"Frequency"
"scissors"	1
"sclaroff"	1
"sclerosis"	1
"scoff"	1
"scoffed"	2
"scolded"	4
"scolding"	2
"scoop"	2
"scooped"	2
"scooping"	1
"scooter"	1
"scooters"	1
"scope"	8
"score"	47
"scoreboard"	6
"scorecard"	1
"scorecards"	1
"scored"	50
"scoreless"	1
"scorer"	2
"scorers"	1
"scores"	24
"scoring"	20
"scorn"	1
"scornful"	1
"scorpions"	1
"scorsese"	4
"scotch"	3
"scotland"	5
"scott"	36
"scotta"	1
"scottish"	4
"scoured"	1
"scourges"	1
"scouring"	1
"scout"	4
"scouting"	4
"scouts"	9
"scowcroft"	1
"scowl"	1
"scramble"	5
"scrambled"	4
"scrambling"	7
"scranton"	2
"scrap"	5
"scrapbook"	1
"scrapbooks"	1
"scrape"	1
"scrapes"	1
"scrappy"	2
"scratch"	5
"scratched"	2
"scratches"	1
"scratching"	1
"scratchy"	1
"scrawled"	1
"scream"	6
"screamed"	4
"screaming"	8
"screams"	4
"screech"	1
"screen"	64
"screened"	3
"screening"	15
"screenings"	2
"screenplay"	5
"screenplays"	1
"screens"	14
"screenwriter"	2
"screenwriting"	2
"screw"	3
"screws"	1
"scribble"	1
"scribner"	2
"scrimmage"	9
"scrimmaged"	2
"scrimmaging"	1
"scripps"	1
"script"	11
"scripted"	2
"scripts"	2
"scriptwriters"	1
"scrounging"	1
"scruffy"	2
"scrum"	2
"scrumptious"	1
"scrunch"	1
"scrunchies"	1
"scrutinize"	2
"scrutinized"	1
"scrutinizing"	1
"scrutiny"	9
"scudder"	1
"scuffle"	1
"sculptor"	2
"sculpture"	6
"sculptures"	8
"scum"	5
"scurry"	1
"scurrying"	1
"scurvy"	1
"sdalysptimes"	1
"sdaysptimes"	1
"sdsu"	1
"se"	10
"sea"	36
"seabed"	1
"seaboard"	1
"seacrest"	5
"seafood"	3
"seagoing"	1
"seahawks"	11
"seakhoa"	1
"seal"	7
"sealing"	2
"seals"	1
"sealth"	3
"seam"	1
"seaman"	1
"seamlessly"	1
"sean"	29
"seaports"	1
"search"	34
"searchable"	1
"searched"	4
"searchers"	2
"searches"	2
"searching"	10
"seared"	1
"searing"	3
"sears"	3
"seaside"	3
"season"	373
"seasonal"	8
"seasonally"	1
"seasoned"	5
"seasoning"	2
"seasonlong"	1
"seasons"	32
"seat"	63
"seatbelt"	1
"seated"	9
"seating"	3
"seatmate"	4
"seatmates"	1
"seats"	54
"seattle"	19
"seaweed"	2
"sebastian"	1
"sebba"	1
"sec"	19
"secluded"	1
"seclusion"	1
"second"	289
"secondary"	22
"secondhand"	1
"seconds"	56
"secrecy"	2
"secret"	52
"secretariat"	2
"secretaries"	2
"secretary"	57
"secretive"	4
"secretly"	2
"secrets"	3
"sectarian"	2
"section"	19
"sections"	4
"sector"	23
"sectors"	10
"secular"	4
"secularist"	1
"secure"	13
"secured"	2
"securing"	2
"securities"	25
"security"	122
"sedan"	3
"sedation"	2
"sediment"	1
"sedlacek"	1
"sedona"	2
"seduces"	1
"seductive"	1
"see"	318
"seed"	2
"seeded"	2
"seeds"	4
"seeger"	1
"seeing"	45
"seek"	27
"seekers"	5
"seeking"	49
"seeks"	8
"seel"	2
"seelinger"	1
"seelye"	2
"seem"	85
"seemed"	89
"seeming"	2
"seemingly"	13
"seems"	123
"seen"	142
"seep"	2
"seersucker"	1
"sees"	37
"sef"	1
"sega"	2
"segment"	16
"segments"	3
"segregated"	3
"segregation"	4
"segregationist"	1
"segura"	1
"seidel"	1
"seigel"	1
"seismic"	3
"seize"	8
"seized"	15
"seizing"	1
"seizure"	1
"seizures"	1
"selbe"	1
"seldom"	11
"select"	13
"selected"	14
"selecting"	1
"selection"	14
"selections"	1
"selective"	7
"self"	58
"selfish"	8
"selfless"	1
"sell"	53
"seller"	5
"sellers"	1
"selling"	55
"sellout"	2
"sells"	9
"selva"	4
"selves"	1
"selvie"	1
"selvin"	3
"semana"	1
"semblance"	2
"semen"	2
"semenza"	3
"semester"	7
"semesters"	1
"semi"	2
"semifinals"	2
"seminal"	5
"seminar"	3
"seminars"	2
"seminole"	4
"seminoles"	7
"semisecluded"	1
"semitism"	1
"semlingcoxnews"	2
"sen"	260
"senate"	147
"senator"	60
"senatorial"	6
"senators"	36
"senavitis"	5
"send"	43
"sending"	17
"sendoff"	1
"sends"	3
"senior"	87
"seniority"	1
"seniors"	4
"senn"	2
"senor"	3
"sens"	14
"sensate"	1
"sensation"	2
"sensational"	2
"sensations"	1
"sense"	100
"sensed"	3
"senses"	2
"sensibilities"	1
"sensibility"	2
"sensible"	4
"sensing"	2
"sensitive"	19
"sensitivities"	1
"sensitivity"	4
"sensors"	3
"sent"	96
"sentence"	11
"sentenced"	3
"sentences"	1
"sentencing"	1
"sentiment"	5
"sentimental"	4
"sentiments"	3
"sentinel"	1
"seon"	2
"seoul"	2
"separate"	31
"separated"	9
"separately"	4
"separates"	1
"separating"	1
"separation"	5
"separatist"	1
"sepracor"	3
"sept"	69
"septa"	1
"september"	111
"sepulveda"	1
"sequel"	3
"sequence"	4
"seraglio"	1
"serena"	2
"serenade"	1
"serenaded"	1
"sergeant"	2
"sergeants"	1
"sergio"	3
"serial"	5
"serialized"	3
"series"	159
"serious"	69
"seriously"	24
"sermon"	1
"sermons"	2
"serphin"	2
"serrano"	1
"servants"	3
"serve"	24
"served"	39
"servers"	4
"serves"	21
"service"	164
"servicemen"	2
"services"	96
"serving"	31
"servings"	3
"serwaa"	1
"sesame"	1
"session"	13
"sessions"	7
"set"	206
"setanta"	1
"setback"	3
"seth"	6
"sets"	24
"setters"	2
"setting"	38
"settings"	3
"settle"	25
"settled"	20
"settlement"	8
"settlements"	3
"settler"	1
"settlers"	9
"settles"	3
"settling"	5
"setup"	2
"seung"	1
"seurat"	2
"sevcec"	1
"seven"	111
"seventeenth"	1
"seventh"	14
"seventy"	1
"several"	189
"severance"	1
"severe"	13
"severely"	7
"severity"	4
"sew"	1
"sewage"	1
"seward"	1
"sewer"	1
"sewing"	4
"sex"	85
"sexagenarian"	1
"sexiest"	1
"sexism"	2
"sexist"	1
"sexual"	24
"sexuality"	4
"sexually"	3
"sexy"	7
"seymour"	1
"sgt"	2
"sh"	1
"shabaks"	1
"shabbir"	1
"shabby"	1
"shack"	1
"shackling"	1
"shacks"	1
"shade"	1
"shaded"	1
"shades"	2
"shadow"	9
"shadowed"	1
"shadows"	4
"shadowy"	2
"shady"	1
"shaffer"	1
"shaft"	4
"shag"	1
"shah"	9
"shaheen"	3
"shahrvand"	3
"shahu"	2
"shaila"	1
"shake"	15
"shaken"	6
"shakeout"	3
"shakers"	1
"shakes"	5
"shakespeare"	3
"shakespearean"	2
"shakily"	1
"shakin"	1
"shakiness"	1
"shaking"	6
"shaky"	4
"shale"	1
"shaller"	1
"shallow"	4
"shalom"	3
"shaman"	2
"shambles"	2
"shambolic"	1
"shame"	2
"shameful"	1
"shamelessly"	1
"shaming"	1
"shampoo"	2
"shampoos"	1
"shams"	1
"shanahan"	12
"shandell"	2
"shane"	4
"shanghai"	2
"shangri"	1
"shania"	1
"shanin"	2
"shanna"	3
"shannon"	4
"shape"	24
"shaped"	8
"shapes"	5
"shaping"	4
"shapiro"	1
"shaq"	1
"shaquille"	2
"shards"	1
"share"	70
"sharecropper"	1
"shared"	21
"shareholder"	7
"shareholders"	16
"shares"	33
"shari"	4
"sharing"	10
"shark"	1
"sharna"	2
"sharon"	5
"sharone"	1
"sharp"	24
"sharpay"	2
"sharpe"	1
"sharpen"	1
"sharpens"	1
"sharper"	1
"sharply"	11
"sharqawi"	1
"sharry"	2
"shatner"	1
"shatter"	1
"shattered"	3
"shattering"	1
"shaughnessy"	2
"shaun"	1
"shauna"	1
"shaving"	2
"shavings"	1
"shaw"	5
"shawl"	1
"shawn"	4
"shayessptimes"	1
"shays"	2
"she"	1204
"sheathed"	1
"shecky"	1
"shed"	6
"shedding"	3
"shedlike"	1
"sheen"	4
"sheep"	1
"sheepish"	2
"sheepishly"	1
"sheer"	6
"sheet"	10
"sheets"	12
"sheffield"	1
"sheidlower"	5
"sheik"	2
"sheikh"	2
"sheiks"	1
"sheila"	2
"shelby"	1
"sheldon"	1
"shelf"	8
"shell"	8
"shelley"	6
"shelling"	1
"shells"	9
"shelman"	1
"shelter"	6
"sheltered"	1
"shelters"	7
"shelton"	1
"shelved"	3
"shelves"	3
"shepard"	8
"shepherd"	5
"shere"	1
"sheri"	1
"sheriff"	3
"sherman"	2
"sherri"	2
"sherrod"	1
"sherry"	6
"sherwood"	2
"sheryl"	1
"shibboleths"	1
"shibuya"	1
"shield"	3
"shielding"	1
"shields"	3
"shifreen"	1
"shift"	35
"shifted"	12
"shifter"	2
"shifting"	14
"shifts"	12
"shifty"	1
"shiite"	2
"shillelagh"	2
"shiller"	1
"shilowa"	6
"shimmering"	1
"shimmied"	2
"shimmy"	1
"shimon"	1
"shine"	3
"shined"	2
"shines"	1
"shining"	5
"shiny"	4
"ship"	6
"shipley"	5
"shipment"	1
"shipped"	3
"shipper"	1
"shipping"	9
"ships"	4
"shipwrecked"	1
"shipyard"	1
"shirt"	19
"shirted"	1
"shirts"	16
"shivered"	1
"shivers"	1
"shivery"	1
"shlocky"	1
"shoals"	1
"shock"	11
"shocked"	5
"shocking"	7
"shockingly"	1
"shocks"	1
"shockwaves"	1
"shod"	1
"shoddy"	1
"shoe"	6
"shoes"	26
"shoestring"	2
"shohat"	6
"sholdersptimes"	1
"sholley"	1
"sholom"	4
"shone"	1
"shooed"	1
"shook"	8
"shoot"	10
"shootaround"	1
"shooter"	1
"shooters"	1
"shooting"	28
"shootout"	7
"shootoutottawa"	1
"shootouts"	1
"shoots"	2
"shop"	22
"shopkeeper"	2
"shopkeepers"	3
"shoplift"	1
"shopowner"	1
"shoppach"	1
"shopped"	1
"shoppers"	7
"shopping"	24
"shops"	16
"shore"	9
"shores"	1
"short"	113
"shortage"	5
"shortages"	8
"shortbread"	1
"shortchanged"	1
"shortcomings"	3
"shorten"	1
"shortened"	3
"shorter"	10
"shortest"	2
"shortfall"	5
"shorthand"	3
"shortly"	21
"shorts"	1
"shortsighted"	1
"shortstop"	4
"shot"	70
"shotgun"	5
"shots"	24
"should"	263
"shoulda"	1
"shoulder"	25
"shouldered"	1
"shoulders"	9
"shouldn"	18
"shout"	4
"shouted"	13
"shouting"	6
"shouts"	6
"shoved"	3
"shovels"	1
"show"	204
"showcase"	2
"showcasing"	2
"showdown"	6
"showed"	81
"shower"	4
"showered"	2
"showers"	7
"showing"	39
"shown"	22
"showplace"	1
"showroom"	3
"showrooms"	3
"shows"	86
"showtime"	2
"shrank"	3
"shrapnel"	2
"shredded"	1
"shrewd"	1
"shriek"	1
"shrieking"	1
"shrieks"	2
"shrift"	1
"shrill"	2
"shrimp"	1
"shrine"	1
"shrink"	3
"shrinking"	7
"shrinks"	3
"shrivel"	2
"shriveling"	2
"shrouded"	3
"shrug"	1
"shrugged"	3
"shrugs"	2
"shrunk"	2
"shrunken"	1
"shtml"	2
"shubert"	1
"shudder"	2
"shuddered"	2
"shuddering"	1
"shuffle"	1
"shuffled"	4
"shuffles"	1
"shuffling"	1
"shui"	2
"shula"	2
"shulimson"	1
"shulman"	1
"shunned"	5
"shunt"	1
"shunted"	1
"shut"	19
"shutout"	2
"shutter"	2
"shutting"	2
"shuttle"	2
"shuttled"	1
"shuttling"	2
"shuvalov"	2
"shvitz"	1
"shy"	13
"shylock"	1
"sibblies"	4
"sibling"	3
"siblings"	2
"sic"	3
"sicheia"	2
"sicherle"	2
"sicily"	2
"sick"	18
"sickened"	3
"sickening"	2
"sickle"	1
"side"	161
"sideburns"	1
"sided"	4
"sidekick"	6
"sidekicks"	2
"sideline"	24
"sidelines"	6
"siders"	1
"sides"	39
"sideshow"	1
"sidesplitting"	1
"sidestep"	2
"sidewalk"	4
"sidewalks"	3
"siding"	3
"sidique"	1
"sidney"	2
"siedo"	2
"siege"	5
"siegel"	4
"siegfried"	1
"siemens"	1
"sienna"	2
"sierra"	6
"siesmayerstrasse"	1
"sieve"	2
"sieving"	1
"siewert"	1
"sifted"	2
"sigh"	1
"sight"	19
"sightings"	1
"sights"	4
"sigma"	2
"sign"	81
"signac"	2
"signal"	21
"signaled"	5
"signaling"	7
"signals"	25
"signatories"	1
"signature"	7
"signatures"	1
"signboard"	1
"signed"	48
"significance"	2
"significant"	55
"significantly"	29
"signify"	4
"signifying"	1
"signing"	22
"signings"	1
"signs"	58
"sikhanyiso"	1
"silas"	1
"silence"	8
"silent"	8
"silently"	1
"silicas"	2
"silicon"	9
"silk"	2
"silky"	1
"silliness"	1
"silly"	4
"silos"	1
"silva"	2
"silvana"	1
"silver"	16
"silverio"	1
"silverman"	5
"silvia"	2
"simi"	1
"simic"	1
"similar"	63
"similarities"	3
"similarly"	19
"simile"	1
"simmer"	3
"simmering"	4
"simmons"	1
"simon"	9
"simoom"	1
"simple"	41
"simpler"	3
"simplest"	2
"simplesteps"	1
"simplicity"	1
"simplistic"	1
"simply"	55
"simpson"	5
"simpsons"	2
"sims"	6
"simulated"	1
"simulations"	1
"simulcast"	1
"simultaneously"	2
"sin"	5
"sinaloa"	1
"sinanian"	4
"sinatra"	2
"since"	413
"sincere"	3
"sinden"	2
"sing"	8
"singalongs"	1
"singapore"	4
"singer"	18
"singers"	3
"singh"	1
"singing"	12
"single"	83
"singled"	3
"singles"	4
"singlet"	1
"singletary"	15
"singling"	3
"sings"	3
"singsong"	1
"singular"	3
"singularity"	2
"sinister"	1
"sink"	5
"sinking"	3
"sinners"	1
"sins"	1
"sip"	2
"siphoned"	1
"siphoning"	2
"sipping"	2
"sips"	1
"sir"	3
"siren"	2
"sirensong"	1
"sirius"	1
"siskind"	1
"sissenberg"	1
"sister"	32
"sisters"	11
"sisto"	1
"sit"	41
"sitcom"	3
"sitcoms"	1
"site"	137
"sites"	63
"sits"	13
"sitters"	1
"sitting"	37
"situated"	1
"situation"	64
"situations"	12
"siuru"	1
"sivan"	1
"six"	157
"sixpack"	1
"sixteen"	1
"sixth"	18
"sixty"	2
"sizable"	2
"size"	40
"sizeable"	1
"sized"	3
"sizes"	6
"sizing"	2
"sizzling"	1
"skate"	2
"skateboarding"	1
"skated"	1
"skater"	1
"skates"	1
"skating"	6
"skedded"	4
"skelos"	4
"skelter"	1
"skelton"	6
"skeptical"	6
"skeptically"	1
"skepticism"	1
"skeptics"	1
"sketch"	1
"sketched"	2
"sketches"	2
"sketchy"	3
"skewed"	1
"skewering"	2
"skies"	5
"skiff"	2
"skiing"	1
"skill"	5
"skilled"	2
"skillet"	4
"skillful"	1
"skillfully"	2
"skilling"	4
"skillman"	3
"skills"	22
"skim"	1
"skimmed"	1
"skimming"	1
"skimping"	1
"skin"	16
"skinless"	1
"skinned"	2
"skinner"	1
"skins"	1
"skintight"	1
"skip"	2
"skipped"	1
"skipping"	1
"skirmish"	1
"skirmished"	2
"skirmishes"	2
"skirt"	1
"skirting"	1
"skirts"	2
"skis"	2
"skittering"	2
"skittish"	3
"skolfield"	20
"skull"	4
"skullbuster"	1
"sky"	15
"skyhawk"	1
"skylight"	1
"skyline"	7
"skynyrd"	1
"skyrocket"	1
"skyrocketing"	3
"skyscraper"	1
"skyscrapers"	3
"skyward"	2
"slab"	1
"slabs"	2
"slacking"	1
"slacks"	2
"slade"	2
"slain"	5
"slalom"	1
"slam"	6
"slammed"	1
"slams"	1
"slander"	2
"slanguist"	1
"slant"	1
"slap"	5
"slapped"	5
"slaps"	1
"slash"	2
"slashed"	1
"slashing"	1
"slate"	7
"slated"	1
"slater"	2
"slaughter"	1
"slave"	5
"slavery"	6
"slaves"	5
"slavonic"	1
"slayage"	2
"slayer"	1
"sled"	1
"sleek"	4
"sleeker"	1
"sleep"	21
"sleeper"	1
"sleeping"	16
"sleepless"	1
"sleeps"	4
"sleepy"	4
"sleet"	1
"sleeve"	4
"sleeves"	3
"sleight"	1
"slender"	1
"slept"	2
"sleuths"	1
"slew"	4
"slice"	6
"sliced"	7
"slices"	8
"slicing"	1
"slick"	2
"slicker"	1
"slickest"	1
"slickly"	1
"slid"	3
"slide"	7
"slides"	1
"slideshows"	1
"sliding"	5
"slight"	7
"slightest"	2
"slightly"	30
"slights"	1
"slim"	5
"slimiest"	1
"slimmed"	1
"slimy"	1
"sling"	1
"slinging"	1
"slingshot"	1
"slinky"	1
"slip"	15
"slipped"	8
"slippers"	2
"slipping"	9
"slips"	3
"slipstream"	1
"slivers"	1
"slogan"	6
"sloganeering"	1
"slogans"	4
"slogged"	2
"slogging"	1
"sloop"	1
"slop"	1
"slope"	2
"slopes"	2
"sloppy"	3
"slosh"	1
"slot"	7
"slots"	1
"slotted"	1
"slotting"	1
"slouched"	4
"slovakia"	1
"slow"	28
"slowdown"	10
"slowdowns"	3
"slowed"	13
"slower"	3
"slowest"	2
"slowey"	1
"slowing"	11
"slowly"	11
"slows"	1
"slowtrav"	1
"sls"	1
"sludge"	2
"slug"	1
"slugged"	1
"slugger"	1
"sluggers"	1
"slugging"	1
"sluggish"	2
"slum"	2
"slump"	4
"slumped"	3
"slumping"	5
"slumps"	3
"slung"	1
"slur"	1
"slurred"	2
"slurs"	1
"slut"	1
"sly"	3
"smack"	1
"smacks"	1
"small"	193
"smaller"	42
"smallest"	4
"smart"	28
"smarter"	2
"smartest"	2
"smartness"	1
"smartphone"	2
"smartphones"	3
"smarts"	1
"smash"	1
"smashed"	1
"smashing"	1
"smear"	2
"smears"	2
"smell"	10
"smelled"	3
"smelling"	1
"smells"	3
"smikle"	1
"smile"	17
"smiled"	8
"smiles"	5
"smiley"	2
"smiling"	3
"smirk"	2
"smith"	147
"smithsonian"	1
"smitten"	1
"smog"	17
"smoke"	15
"smoked"	4
"smoker"	1
"smokestacks"	1
"smokier"	1
"smoking"	10
"smolts"	2
"smooth"	14
"smoother"	1
"smoothing"	1
"smoothly"	2
"smoothness"	1
"smother"	1
"smug"	2
"smuggle"	2
"smuggled"	1
"snacking"	1
"snacks"	4
"snag"	1
"snagajob"	3
"snagged"	1
"snake"	6
"snaked"	2
"snakes"	3
"snap"	12
"snapped"	9
"snappingly"	1
"snaps"	6
"snapshot"	3
"snapshots"	3
"snared"	1
"snarls"	1
"snatch"	1
"snatched"	2
"snatches"	2
"snatching"	1
"sneak"	6
"sneaked"	1
"sneakers"	2
"sneaky"	1
"sneered"	1
"sneezed"	1
"snell"	1
"snickered"	1
"snicket"	1
"sniped"	1
"snippet"	1
"snl"	6
"snobby"	1
"snoozes"	2
"snorkel"	1
"snorklers"	1
"snorts"	1
"snow"	11
"snowbirds"	1
"snowdrift"	1
"snowe"	1
"snowflake"	1
"snowmachine"	1
"snowman"	2
"snowmen"	2
"snowmobile"	1
"snowstorm"	1
"snowy"	3
"snubbed"	1
"snubbing"	1
"snug"	2
"snuggling"	1
"snyder"	2
"so"	921
"soak"	4
"soaked"	2
"soaking"	1
"soap"	7
"soapbox"	1
"soaps"	1
"soar"	1
"soared"	7
"soaring"	5
"soars"	1
"sobbing"	1
"sober"	7
"sobered"	1
"sobering"	6
"sobriety"	1
"soc"	1
"soccer"	18
"socheat"	1
"social"	83
"socialism"	4
"socialist"	8
"socialists"	1
"socialite"	1
"socialized"	1
"socializing"	1
"socially"	3
"societe"	6
"societies"	1
"society"	43
"socioeconomic"	2
"sociological"	1
"sociology"	5
"sock"	2
"sockets"	1
"socks"	2
"sod"	1
"soda"	5
"sodas"	1
"sodomized"	3
"sofa"	1
"sofas"	1
"soffer"	1
"sofokleous"	2
"soft"	22
"softball"	1
"soften"	3
"softened"	3
"softening"	1
"softer"	1
"softly"	5
"softness"	1
"softshell"	2
"software"	24
"soho"	3
"soil"	11
"soiled"	1
"soils"	1
"soir"	1
"sojourner"	1
"sol"	12
"solace"	8
"solakov"	1
"solar"	19
"sold"	64
"soldat"	1
"soldier"	13
"soldiers"	63
"sole"	6
"solely"	3
"solemn"	2
"solemnly"	1
"solicit"	1
"solicitation"	2
"solicited"	3
"solicitor"	2
"solicitors"	2
"solicits"	1
"solid"	18
"solidarity"	3
"solidified"	5
"solidly"	3
"soliloquies"	1
"soliloquy"	1
"solitary"	4
"solo"	14
"solochek"	1
"solomon"	2
"solos"	1
"solrun"	2
"soluble"	3
"solution"	12
"solutions"	9
"solve"	14
"solved"	3
"solvency"	3
"solvent"	4
"solves"	2
"solving"	1
"somalia"	1
"somber"	1
"somberly"	1
"some"	789
"somebody"	28
"someday"	3
"somehow"	14
"someone"	99
"someplace"	4
"somerset"	1
"something"	197
"sometime"	6
"sometimes"	96
"somewhat"	17
"somewhere"	17
"son"	79
"sondra"	1
"song"	37
"songs"	18
"songwriter"	4
"songwriting"	1
"sonia"	1
"sonja"	2
"sonnenfeld"	2
"sonnenshine"	1
"sonny"	1
"sonoma"	1
"sons"	25
"sony"	12
"soo"	1
"soon"	85
"sooner"	11
"sooners"	2
"sooooo"	1
"soothe"	2
"soothing"	1
"soothsayer"	1
"sop"	1
"sophia"	2
"sophisticated"	13
"sophistication"	1
"sophomore"	6
"soprano"	4
"sopranos"	3
"sordid"	1
"sordidness"	1
"sore"	4
"sorely"	1
"sorensen"	2
"soriano"	1
"sorkin"	3
"sororities"	2
"sorority"	1
"soros"	3
"sorrow"	5
"sorry"	11
"sort"	48
"sorted"	2
"sorts"	7
"sosa"	2
"sotheby"	16
"sought"	29
"soul"	11
"souljah"	1
"soulless"	1
"sound"	48
"sounded"	13
"sounding"	6
"soundly"	1
"soundness"	1
"soundproof"	1
"sounds"	21
"soundstage"	1
"soundtrack"	4
"soup"	14
"soups"	3
"sour"	2
"source"	33
"sourcemedia"	1
"sources"	16
"soured"	5
"souring"	1
"sous"	1
"souter"	1
"south"	207
"southall"	1
"southeast"	14
"southeastern"	6
"southern"	40
"southland"	2
"southport"	1
"southwest"	25
"southwestern"	3
"souvenir"	4
"souvenirs"	1
"souza"	3
"sovereign"	22
"sovereignty"	3
"soviet"	13
"soviets"	1
"sow"	1
"sowers"	1
"soweto"	3
"sowing"	1
"sown"	2
"sox"	55
"soy"	10
"spa"	5
"space"	53
"spacecraft"	2
"spaced"	1
"spaces"	13
"spacious"	2
"spaghetti"	1
"spaghettification"	1
"spago"	2
"spain"	58
"spammers"	1
"span"	6
"spanakopitas"	2
"spangenberger"	10
"spaniard"	4
"spaniards"	2
"spanish"	43
"spanned"	6
"spanning"	1
"spans"	1
"sparano"	12
"spare"	3
"spared"	3
"sparingly"	2
"spark"	2
"sparked"	7
"sparkle"	2
"sparkles"	1
"sparkling"	5
"sparks"	1
"sparky"	1
"sparred"	1
"sparring"	3
"sparse"	2
"sparsely"	3
"sparser"	1
"spassky"	1
"spate"	2
"spawned"	2
"spaziani"	1
"speak"	52
"speaker"	17
"speakers"	4
"speaking"	44
"speaks"	10
"speared"	1
"spearheaded"	3
"spears"	5
"spec"	2
"special"	95
"specialist"	6
"specialists"	14
"specialization"	1
"specialized"	6
"specializes"	10
"specializing"	4
"specially"	1
"specialness"	1
"specials"	5
"specialty"	9
"species"	23
"specific"	29
"specifically"	20
"specifications"	5
"specified"	2
"specifies"	1
"specify"	6
"spectacle"	4
"spectacles"	2
"spectacular"	9
"spectacularly"	4
"spectator"	1
"spectators"	1
"specter"	9
"specters"	1
"spectrometer"	1
"spectrum"	23
"speculate"	6
"speculated"	5
"speculation"	10
"speculative"	3
"sped"	2
"speech"	67
"speeches"	20
"speechifying"	1
"speechless"	3
"speed"	59
"speeded"	2
"speeding"	5
"speedway"	2
"speedy"	2
"speier"	1
"spell"	7
"spellbound"	1
"spellcheck"	1
"spelled"	4
"spelling"	2
"spencer"	2
"spend"	49
"spender"	2
"spending"	115
"spends"	14
"spent"	122
"spewing"	2
"spezza"	1
"sphere"	2
"spice"	3
"spices"	1
"spicy"	2
"spider"	3
"spiel"	2
"spielberg"	12
"spies"	2
"spike"	4
"spiked"	5
"spikes"	2
"spilled"	4
"spiller"	3
"spilling"	1
"spills"	1
"spin"	8
"spinach"	3
"spinal"	1
"spine"	1
"spinner"	1
"spinning"	4
"spinoff"	4
"spinoffs"	2
"spiral"	1
"spiraling"	1
"spirals"	1
"spirit"	20
"spirited"	3
"spiritedly"	1
"spirits"	1
"spiritual"	8
"spiritualism"	1
"spit"	3
"spitball"	1
"spits"	1
"spitting"	3
"spittle"	1
"spitzer"	3
"splash"	4
"splashed"	2
"splashing"	1
"splashy"	2
"splattered"	2
"splayed"	1
"splays"	2
"splendidly"	1
"splendor"	1
"splice"	1
"splicing"	1
"splintered"	2
"splintering"	1
"split"	23
"splitting"	2
"splurge"	1
"splurges"	1
"splurging"	1
"spoil"	1
"spoiled"	1
"spoils"	1
"spoke"	59
"spoken"	16
"spokesman"	66
"spokesmen"	1
"spokespersons"	1
"spokeswoman"	32
"sponge"	2
"sponsor"	12
"sponsored"	8
"sponsoring"	1
"sponsors"	7
"sponsorship"	2
"sponsorships"	2
"spontaneous"	2
"spoof"	1
"spoofing"	1
"spooky"	1
"spoon"	2
"sporadic"	3
"sport"	15
"sported"	1
"sporting"	9
"sports"	71
"sportscenter"	2
"sportsman"	1
"sportsmen"	1
"spot"	46
"spotless"	2
"spotlessly"	1
"spotlight"	13
"spots"	14
"spotted"	11
"spotting"	2
"spotty"	1
"spouse"	8
"spouses"	7
"spouting"	1
"sprague"	1
"sprain"	2
"sprained"	5
"sprang"	2
"sprawl"	1
"sprawling"	7
"spray"	2
"sprayed"	1
"spraying"	1
"spread"	53
"spreaders"	1
"spreading"	14
"spreads"	2
"sprees"	2
"spring"	47
"springboard"	3
"springfield"	1
"springs"	12
"springsteen"	10
"sprinkle"	3
"sprinkled"	2
"sprinkles"	1
"sprinkling"	2
"sprint"	6
"sprinted"	1
"sprinters"	3
"sprout"	1
"sprouted"	2
"sprouts"	1
"spruce"	10
"sprung"	3
"spun"	7
"spunky"	1
"spur"	5
"spurn"	1
"spurred"	7
"spurring"	2
"spurs"	3
"spurt"	1
"sputnik"	1
"sputtered"	2
"sputtering"	1
"sputters"	1
"spy"	12
"spying"	2
"spymaster"	1
"squabble"	1
"squad"	11
"squadron"	1
"squads"	6
"squall"	3
"squander"	3
"squandered"	3
"square"	40
"squared"	2
"squarely"	2
"squares"	3
"squatters"	1
"squeak"	2
"squeamish"	3
"squeeze"	19
"squeezed"	3
"squeezes"	1
"squeezing"	4
"squibbed"	2
"squid"	2
"squinted"	1
"squirrel"	1
"squirted"	1
"sr"	4
"srebotnik"	1
"srum"	1
"ss"	4
"sshepardcoxnews"	2
"st"	98
"stabbing"	2
"stability"	13
"stabilization"	3
"stabilize"	5
"stabilized"	2
"stable"	11
"stachowski"	1
"stack"	8
"stacked"	5
"stacks"	1
"stacy"	1
"stadium"	69
"stadiums"	6
"staedel"	1
"staedelmuseum"	1
"staff"	97
"staffed"	2
"staffers"	4
"staffing"	1
"stafford"	11
"staffs"	2
"stage"	58
"staged"	5
"stages"	11
"stagger"	2
"staggered"	2
"staggering"	2
"staggers"	1
"staging"	3
"stagnant"	1
"stagnate"	1
"stagnating"	1
"stain"	1
"stained"	3
"stainless"	2
"staircase"	7
"stairs"	5
"stake"	23
"staked"	1
"stakeholders"	1
"stakes"	7
"stalagmites"	1
"stalboerger"	3
"stalemate"	3
"stalemates"	1
"stalinist"	2
"stalk"	1
"stalker"	1
"stalking"	1
"stall"	10
"stalled"	6
"stallholder"	2
"stallion"	1
"stalwart"	3
"stalwarts"	1
"stamford"	3
"stamina"	3
"stamkos"	6
"stamp"	16
"stamped"	2
"stamps"	5
"stan"	7
"stance"	6
"stances"	4
"stanchions"	1
"stand"	45
"standard"	43
"standardized"	4
"standards"	23
"standby"	2
"standbys"	1
"standing"	49
"standings"	4
"standoff"	1
"standoffish"	1
"standout"	4
"stands"	28
"standstill"	1
"standup"	1
"stanford"	8
